Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,smiling-mind,"Excellent for beginners, free",1/18/2022 21:23,Yoga Cyclist,"i'm completely new to meditation, but wanted to try after i realized i was having a difficult time responding instead of reacting to strong emotions i was having. 

this app has really helped. they have a wide range of types and lengths of meditations and it all has felt very easy to start. my favorite have been the bite size - the comma in your day meditation is less than 3 minutes and helpful to do when i just need a small reset out in the world. 

highly recommend!","app, helped, wide range, meditations, easy to start, recommend",,"usable, effective",,,,,FALSE,5,,,40,"completely,new,meditation,wanted,try,realized,difficult,time,responding,instead,reacting,strong,emotions,app,really,helped,wide,range,types,lengths,meditations,felt,easy,start,favorite,bite,size,comma,day,meditation,less,3,minutes,helpful,need,small,reset,world,highly,recommend"
Mental Health,sanvello-anxiety-depression,Great App But A Lot To Pat Attention To,1/18/2021 15:30,Jay-Sea10,"this app is awesome! however if you're really deep into an episode of depression, feeling unmotivated and unfocused is a huge side effect. therefore all of the different things to navigate through on the app can feel daunting and overwhelming so you just end up closing it because it's too much to pay attention to.",,"navigate through app, daunting, overwhelming, end up closing, too much to pay attention",,usable,,,,FALSE,4,,,26,"app,awesome,however,really,deep,episode,depression,feeling,unmotivated,unfocused,huge,side,effect,therefore,different,things,navigate,app,feel,daunting,overwhelming,end,closing,much,pay,attention"
Mental Health,calm-sleep-meditation,You need premium,1/8/2022 7:31,11:11-11:11-11;11,"you cannot do anything without premium:( i was looking forward to using the app but it's really expensive for premium. i wish there were more free options maybe an add to unlock different stories? i don't know, all i know is i wish i could use it because it seems like a great app (except for the premium part)",,"not do without premium, wish free options, ",,affordable,,,,FALSE,2,,,31,"anything,without,premium,looking,forward,using,app,really,expensive,premium,wish,free,options,maybe,add,unlock,different,stories,not,know,know,wish,could,use,seems,like,great,app,except,premium,part"
Mental Health,slumber-fall-asleep-insomnia,Best sleep app ever,12/6/2020 3:09,prettygurl1222,my favorite app for sleeping my favorite story is the white cat anyway thank you for reading ,,,,,,,,FALSE,5,,,10,"favorite,app,sleeping,favorite,story,white,cat,anyway,thank,reading"
Mental Health,insight-timer-meditation-app,amazing.,7/9/2022 6:42,Tara Hads,"this app is life changing to me and it sure can be to you too. not only are there so many options of amazing meditations but you are also able to connect with community and people around you through live streams, workshops, groups, and more! everyone is here to encourage each other. they are here to give you recommendations. best app i've got, i recommend to everyone!","life changing, able to connect, community, encourage, give recommendations",,effective,,,,,FALSE,5,,,27,"app,life,changing,sure,many,options,amazing,meditations,also,able,connect,community,people,around,live,streams,workshops,groups,everyone,encourage,give,recommendations,best,app,got,recommend,everyone"
Mental Health,whats-up-a-mental-health-app,Good but needs more added,11/7/2021 17:35,givemethatedm,"i think this app works well with visualizing your problems differently and easy to use however, it needs more updated features. definitely good for anxiety and depression.","works well, visualizing problems, easy to use, need updated features, good for anxiety and depression",,"effective, usable",,,,,FALSE,3,,,17,"think,app,works,well,visualizing,problems,differently,easy,use,however,needs,updated,features,definitely,good,anxiety,depression"
Mental Health,betterhelp-online-counseling,helpful,10/26/2021 16:51,Fsukbxd,i think it's a very helpful way to do therapy,,,,,,,,FALSE,5,,,4,"think,helpful,way,therapy"
Mental Health,moodfit,Great app,7/9/2021 4:26,Paula in SEPIA,this app is great for tracking mood along with factors and activities that impact it.,,,,,,,,TRUE,5,,,8,"app,great,tracking,mood,along,factors,activities,impact"
Mental Health,slumber-fall-asleep-insomnia,Charges more when you're using an iPhone,12/28/2021 4:05,KetianaO,"so i just switched over from an android phone to an iphone and i noticed there's a big price difference. on android, you get a one month free trial and $29.99 a year while on an iphone, you get a 14 day free trial and it's $59.99 a year. so we get charged more simply because we're using a different operating system. yeah, definitely searching for a new app because this is ridiculous.",,"switched, phone, notice, big price difference, charged more, different operating system, ridiculous",,reliable,,1,,FALSE,1,,,37,"switched,android,phone,iphone,noticed,big,price,difference,android,get,one,month,free,trial,29.99,year,iphone,get,14,day,free,trial,59.99,year,get,charged,simply,using,different,operating,system,yeah,definitely,searching,new,app,ridiculous"
Mental Health,betterhelp-online-counseling,Excellent therapist,12/29/2020 14:19,Missa D,"i have been very hesitant to get trauma therapy because such things are hard to speak of, my therapist has made that process so much easier for me. i feel like i can actually talk to him and he actually listens and gives excellent feedback. 

i just wish insurance would cover more sessions, many are out of my network after i use my eap sessions.","hard to speak, therapist, made process easier, talk, listen, feedback","wish, insurance, cover, sessions, out of network, ",professional counseling,affordable,,,,FALSE,5,,,31,"hesitant,get,trauma,therapy,things,hard,speak,therapist,made,process,much,easier,feel,like,actually,talk,actually,listens,gives,excellent,feedback,wish,insurance,would,cover,sessions,many,network,use,eap,sessions"
Mental Health,headspace-meditation-sleep,Great for beginners but then?,1/23/2021 13:32,Buckyford,"excellent courses to get you started. i finally learned how to meditate from this app. there is a lot of guidance as you are starting and learning for first 3 months or so. once you get through the initial courses, there is no guidance that i can find. just an overwhelming menu of choices. i would like recommendations on what to do after you complete the pro courses. but i will always be thankful for andy making it click!","learned meditate, lot of guidance, starting, learning, frist month, no guidance, overwhelming menu of choices",,usable,,,,,FALSE,3,,,34,"excellent,courses,get,started,finally,learned,meditate,app,lot,guidance,starting,learning,first,3,months,get,initial,courses,guidance,find,overwhelming,menu,choices,would,like,recommendations,complete,pro,courses,always,thankful,andy,making,click"
Mental Health,betterhelp-online-counseling,love it!,8/11/2021 15:22,Rating.games,"betterhelp is perfect, it's everything i've needed. there are a lot of great resources and i can even have a session with my counselor through the app.","resources, session with counselor",,effective,,,,,FALSE,5,,,11,"betterhelp,perfect,everything,needed,lot,great,resources,even,session,counselor,app"
Mental Health,headspace-meditation-sleep,Got logged out and can't get back in,1/16/2022 5:33,hopez72499,"i use this app every day and night, specifically to help me go to sleep. somehow i got logged out yesterday and no matter how many times i change my password, it will not let me get back in. it keeps saying that my email is already associated with a account (which it is bc i already have one and pay for a subscription). is there any way to fix this or do i have to pay for a new subscription and make a entirely new account??????",,,,,,,,FALSE,2,,,41,"use,app,every,day,night,specifically,help,go,sleep,somehow,got,logged,yesterday,matter,many,times,change,password,let,get,back,keeps,saying,email,already,associated,account,bc,already,one,pay,subscription,way,fix,pay,new,subscription,make,entirely,new,account"
Mental Health,moodfit,It works if you put in the effort,11/5/2021 2:50,moodfituser,moodfit is an essential part of my mental health regimen and is helping me navigate a difficult time in my life.,"helping navigate, difficult time",,effective,,,,,FALSE,4,,,11,"moodfit,essential,part,mental,health,regimen,helping,navigate,difficult,time,life"
Mental Health,smiling-mind,Highly recommend. Life changing app,5/13/2021 5:56,k7150m,"the best meditation app that exists on the market today. i cannot express enough gratitude for the team behind this life changing app. the sleep meditations have really helped me through my sleep issues and i cannot imagine my life without this app. all the guided meditations are amazing, especially the one titled oceans'. highly recommend, 5 stars!!","life changing, helped through, sleep issues, recommend",,effective,,,,,FALSE,5,,,35,"best,meditation,app,exists,market,today,express,enough,gratitude,team,behind,life,changing,app,sleep,meditations,really,helped,sleep,issues,imagine,life,without,app,guided,meditations,amazing,especially,one,titled,oceans,highly,recommend,5,stars"
Mental Health,shine-calm-anxiety-stress,"Meaningful, salient meditations",9/4/2021 16:21,GerTovMom,"so thankful to the founders of shine! these meditations are spot on. they are willing to tackle tough and relevant issues to our times. 
thank you to the amazing women who are making mediations for women! a breath of fresh air.","meditations, spot on, tackle tough and relevant issues",,effective,,,,,FALSE,5,,,20,"thankful,founders,shine,meditations,spot,willing,tackle,tough,relevant,issues,times,thank,amazing,women,making,mediations,women,breath,fresh,air"
