Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,1/5/2022 3:23,uphold-buy-btc-eth-xrp,There are better exchanges,"i first began with uphold simply to buy and hold xrp since it's one of the only in the us to still support it.
many kinks if you want to use for anything other than that.
your crypto will be held for 64 days before you can move to an external wallet so it can cool off. over 2 months. you are informed of this, but seriously come on. soldiers go through and complete basic training in that time frame.
you also need an additional app for 2 factor verification if you intend to withdraw funds out. it is not a simplified process. another barrier for users which leads to funds being tied up on the exchange longer which i honestly think is the goal.

when you make a trade/transfer your given rate will not be what the current market rate is. basically an expensive a la coinbase type fee for a 2nd rate exchange.

they do get some cryptos listed before other exchanges. sand, ftm etc
just be aware of what you're getting into and evaluate your options. my most recent transfer for ftm was executed at .10 less per crypto than market value. had i not been so preoccupied with getting it to actually work with the verification app i would have noticed but ultimately that's on me. still a hefty fee when i could have done the same on binance.us for cents.

get it together uphold.",,"first began, simply to buy, hold xrp, kinks, crypto held, days, before, move to, external wallet, cool off, informed, need, additional app, factor verification, intend, withdraw, funds, not simplified process, barrier, users, leads, funds, tied up, exchange, longer, honestly, goal, make, trade/transfer, given rate, not current market rate, expensive, type fee, rate exchange, be aware, evaluate options, transfer, executed, less per crypto, market value, hefty fee, get it together",,"usability, reliability, affordable",,1,,,,1,116,"first,began,uphold,simply,buy,hold,xrp,since,one,us,still,support,many,kinks,want,use,anything,crypto,held,64,days,move,external,wallet,cool,2,months,informed,seriously,come,soldiers,go,complete,basic,training,time,frame,also,need,additional,app,2,factor,verification,intend,withdraw,funds,simplified,process,another,barrier,users,leads,funds,tied,exchange,longer,honestly,think,goal,make,trade/transfer,given,rate,current,market,rate,basically,expensive,la,coinbase,type,fee,2nd,rate,exchange,get,cryptos,listed,exchanges,sand,ftm,etc,aware,getting,evaluate,options,recent,transfer,ftm,executed,.10,less,per,crypto,market,value,preoccupied,getting,actually,work,verification,app,would,noticed,ultimately,still,hefty,fee,could,done,binance.us,cents,get,together,uphold"
Investing,12/14/2020 18:08,stash-invest-build-wealth,So easy to use!!,"new investor and so easy to use, understand, and manage my portfolio","easy to use, understand, manage",,usability,,,,,,,5,7,"new,investor,easy,use,understand,manage,portfolio"
Investing,2/13/2021 20:19,personal-capital-investing,Excellent app for tracking net worth,this is one of the best apps for tracking net worth that i found i really like it and i recommend it to anybody who wants to know what their net worth is what their cash flow situation is or when bills are due.,"best app, tracking, net worth, recommend, know, cash flow situation, bills due",,usability,,,,,,,5,20,"one,best,apps,tracking,net,worth,found,really,like,recommend,anybody,wants,know,net,worth,cash,flow,situation,bills,due"
Investing,7/9/2021 17:58,atom-finance-invest-smarter,Terrible notification management system,i have been trying so hard to close all my notification for price movements on my portfolio. there's an option for bulk edit and it does not work. it will just reset all the notifications i closed and reactivate them again. absolutely buggy app you need better software developers who can actually launch a useable feature. i get spammed by hundreds of notifications a day on content i do not want to see and your notification system needs major debugging and revamp.,,"hard to, close notification, price movements, option, bulk edit, not work, reset, notifications, closed, reactivate, again, buggy, need software developers, launch, usable feature, spammed, content, not want to see, notification system, debugging, revamp",,"usability, reliability",,,,,,1,40,"trying,hard,close,notification,price,movements,portfolio,option,bulk,edit,work,reset,notifications,closed,reactivate,absolutely,buggy,app,need,better,software,developers,actually,launch,useable,feature,get,spammed,hundreds,notifications,day,content,want,see,notification,system,needs,major,debugging,revamp"
Investing,12/3/2021 20:11,webull-investing-trading,Can't subscribe to Level2,"every time i attempt to subscribe to level 2 trading for the real time, i get a notice to provide address.  it is already there but i get nothing other than a back button.  

apple says it is in webull's court",,"attempt, subscribe, level trading, real time, get notive, provide, address, already, nothing, back button",,reliability,,,,,,2,22,"every,time,attempt,subscribe,level,2,trading,real,time,get,notice,provide,address,already,get,nothing,back,button,apple,says,webull,court"
Investing,10/18/2021 18:03,gemini-buy-bitcoin-crypto,Fees,"not a fan of fees and these guys like them, if you want to use it as a savings act just gotta leave it in there for 5 years as to counteract the fee but oh wait they drop the rate if return every 60 days. not worth it i cashed out",,"not fan of fees, want, use it as saving, leave years, conunteract fee, drop rate, not worth, cashed out",,fradulent activity,,,,,,2,25,"fan,fees,guys,like,want,use,savings,act,got,ta,leave,5,years,counteract,fee,oh,wait,drop,rate,return,every,60,days,worth,cashed"
Investing,1/28/2021 18:46,robinhood-investing-for-all,Tried To Stop The Rocket To The Moon,"today we sat on the precise of investing into more than just retail stocks; we were investing into a movement. placing our purchases into this companies hand, we felt safe; secure. little did we know that the citadel hedge fund was pulling the strings. they oversaw this injustice and robinhood flipped sides and joined the arms of the sheriff of nottingham in helping the rich retain their money. such is a sad day when a company, named after an iconic folk legend for helping the poor; sides with the rich. to what do we do? we move to the app store and review them poorly.",,"oversaw, injustice, flipped sides, joined arms, helping rich, retain money, sad day, move to apple store, review poorly",,fradulent activity,,,,,,1,51,"today,sat,precise,investing,retail,stocks,investing,movement,placing,purchases,companies,hand,felt,safe,secure,little,know,citadel,hedge,fund,pulling,strings,oversaw,injustice,robinhood,flipped,sides,joined,arms,sheriff,nottingham,helping,rich,retain,money,sad,day,company,named,iconic,folk,legend,helping,poor,sides,rich,move,app,store,review,poorly"
Investing,4/23/2021 1:29,vanguard,Mobile Deposit Broken,the only reason i've downloaded vanguard's mobile apps is for the mobile check deposit feature and it doesn't work.,,"reason, download, mobile check, deposite feature, not work",,reliability,,,,,,1,11,"reason,downloaded,vanguard,mobile,apps,mobile,check,deposit,feature,not,work"
Investing,11/11/2021 12:15,fidelity-investments,Market orders,i don't like that you require me to place a limit order on stocks under $1. this definitely makes the trade take longer to initiate. please change it back to allowing market orders. i would also like to see upcoming data on stocks including: 1.) dividend payment frequency 2.) upcoming ex-dividend dates 3.) pay dates ; on stock search pages. on the positions page i would like to see a column for dividend yield.,,,,,,,,,,4,50,"not,like,require,place,limit,order,stocks,1,definitely,makes,trade,take,longer,initiate,please,change,back,allowing,market,orders,would,also,like,see,upcoming,data,stocks,including,1,dividend,payment,frequency,2,upcoming,ex-dividend,dates,3,pay,dates,stock,search,pages,positions,page,would,like,see,column,dividend,yield"
Investing,3/28/2022 12:06,td-ameritrade-mobile,Mr.c,td ameritrade is great.,,,,,,,,,,5,3,"td,ameritrade,great"
Investing,4/16/2021 23:38,robinhood-investing-for-all,Decent App but needs work,"it's a good easy to use app. options trading needs work. you buy an option then it won't automatically show the price of that stock on the homepage. 

you can make lists to show how different sectors are doing. however it doesn't show the daily change for the list. just the stock change is listed. what's the point of the list?",easy to use,"options trading, need work, buy, option, not automatically, show, price, stock, homepage",,usability,,,,,,3,33,"good,easy,use,app,options,trading,needs,work,buy,option,wo,not,automatically,show,price,stock,homepage,make,lists,show,different,sectors,however,not,show,daily,change,list,stock,change,listed,point,list"
